Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,SpeedKPH,PowerW,AirspeedKPH,CadenceRPM
82.206,-1.89,-0.37,9.49,0.17,0.06,0.11,1032.3,37.1,-92.1,25.3,0.00,0,0.00,0
82.231,-2.64,-1.05,7.20,0.00,0.12,0.13,1032.1,37.1,-95.2,25.3,0.00,0,0.00,0
82.256,-0.12,0.01,9.13,-0.01,-0.05,0.12,1032.1,37.2,-88.9,25.3,0.00,0,0.00,0
82.281,-0.69,-3.28,9.56,-0.01,0.09,0.09,1032.6,37.1,-94.2,25.3,0.00,0,0.00,0
82.306,-0.84,-1.12,10.02,0.01,-0.03,0.12,1032.8,37.2,-85.7,25.3,0.00,0,0.00,0
82.331,0.22,-1.81,13.94,0.03,0.02,0.06,1032.1,37.2,-85.7,25.3,0.00,0,0.00,0
82.356,-2.83,1.07,10.69,0.11,0.04,0.12,1032.4,37.2,-87.9,25.3,0.00,0,0.00,0
82.381,0.63,-0.72,12.37,0.11,-0.09,0.07,1032.6,37.2,-85.7,25.3,0.00,0,0.00,0
82.406,-0.41,0.01,9.40,-0.07,0.01,0.10,1032.4,37.1,-80.5,25.3,0.00,0,0.00,0
82.431,0.61,-0.05,9.84,-0.02,-0.01,0.09,1033.1,37.1,-80.5,25.3,0.00,0,0.00,0
82.456,-0.85,0.16,11.09,-0.02,-0.11,0.10,1032.3,37.0,-85.7,25.3,0.00,0,0.00,0
82.481,1.05,1.59,10.52,-0.02,0.08,0.13,1031.8,37.2,-83.6,25.3,0.00,0,0.00,0
82.506,-0.30,0.62,7.30,0.05,0.03,0.13,1032.3,37.2,-88.9,25.3,0.00,0,0.00,0
82.531,-0.63,0.79,7.45,0.22,0.00,0.11,1032.3,37.1,-87.9,25.3,0.00,0,0.00,0
82.644,-1.68,0.50,8.25,0.27,-0.03,0.04,1032.2,37.1,-87.9,25.3,0.00,0,0.00,0
82.669,-0.93,-2.96,9.83,0.37,0.03,0.02,1032.7,37.1,-81.5,25.3,0.00,0,0.00,0
82.714,-0.87,0.13,10.62,0.53,-0.03,-0.06,1032.3,37.1,-83.6,25.3,0.00,0,0.00,0
82.739,2.90,0.45,9.36,0.49,-0.11,-0.07,1032.6,37.0,-81.5,25.3,0.00,0,0.00,0
82.764,-4.81,-1.01,10.15,0.42,-0.07,-0.19,1032.5,37.2,-85.7,25.3,0.00,0,0.00,0
82.789,-1.36,-1.49,8.20,0.21,-0.05,-0.18,1032.0,37.2,-83.6,25.3,0.00,0,0.00,0
82.814,-1.59,2.48,5.94,0.44,0.21,-0.16,1032.6,37.2,-83.6,25.3,0.00,0,0.00,0
82.839,-0.17,-1.72,11.41,0.21,0.10,-0.23,1032.6,37.1,-81.5,25.3,0.00,0,0.00,0
82.864,0.22,2.46,8.37,0.01,0.10,-0.26,1032.2,37.2,-81.5,25.3,0.00,0,0.00,0
82.889,0.38,0.65,12.68,-0.09,-0.12,-0.19,1031.9,37.2,-83.6,25.3,0.00,0,0.00,0
82.914,-0.94,1.02,8.13,-0.06,-0.07,-0.24,1032.2,37.2,-81.5,25.3,0.00,0,0.00,0
82.939,3.74,8.86,4.52,-0.25,-0.13,-0.12,1032.8,37.1,-88.9,25.3,0.00,0,0.00,0
82.964,0.09,5.05,7.59,0.01,-0.10,-0.13,1032.8,37.1,-83.6,25.3,0.00,0,0.00,0
82.989,-0.63,-1.28,11.17,-0.18,-0.02,-0.27,1032.3,37.2,-76.3,24.5,0.00,0,0.00,0
83.025,2.16,2.34,8.82,-0.18,0.08,-0.20,1032.2,37.2,-81.5,24.5,0.00,0,0.00,0
83.050,2.54,-0.24,8.94,-0.15,-0.04,-0.18,1032.4,37.1,-80.5,24.5,0.00,0,0.00,0
83.075,-0.72,-0.08,11.94,-0.12,-0.10,-0.21,1032.4,37.1,-80.5,25.3,0.00,0,0.00,0
83.100,-0.36,-2.42,9.27,-0.19,-0.04,-0.19,1032.8,37.0,-85.7,25.3,0.00,0,0.00,0
83.125,-4.18,2.50,8.29,-0.10,0.08,-0.10,1032.3,37.1,-83.6,25.3,0.00,0,0.00,0
83.150,-2.05,-1.08,9.33,-0.20,0.01,-0.17,1032.6,36.9,-85.7,25.3,0.00,0,0.00,0
83.175,-0.90,0.48,10.88,-0.19,0.05,-0.13,1032.2,37.1,-81.5,24.5,0.00,0,0.00,0
83.220,-1.73,0.39,9.22,-0.12,0.06,-0.09,1032.6,37.1,-87.9,24.5,0.00,0,0.00,0
83.245,3.86,1.75,8.90,-0.16,0.02,-0.09,1032.8,37.0,-91.0,24.5,0.00,0,0.00,0
83.270,3.60,-0.90,12.60,-0.14,-0.01,-0.15,1032.3,37.2,-81.5,24.5,0.00,0,0.00,0
83.295,1.99,-0.88,9.75,-0.06,0.10,-0.07,1032.4,37.1,-76.3,25.3,0.00,0,0.00,0
83.320,-4.71,-3.89,3.62,-0.08,0.20,-0.09,1031.9,37.1,-76.3,25.3,0.00,0,0.00,0
83.345,-3.50,3.67,6.79,-0.21,0.55,0.09,1032.3,37.0,-87.9,25.3,0.00,0,0.00,0
83.370,3.38,0.60,13.81,-0.12,0.27,0.06,1032.5,36.9,-81.5,25.3,0.00,0,0.00,0
83.480,1.61,1.16,11.57,-0.08,0.07,-0.06,1032.5,37.1,-81.5,24.5,0.00,0,0.00,0
83.505,2.36,-1.24,11.91,-0.09,-0.00,-0.10,1032.9,36.9,-81.5,25.3,0.00,0,0.00,0
83.530,1.14,-0.23,11.41,0.04,0.02,-0.03,1032.7,37.1,-77.3,25.3,0.00,0,0.00,0
83.555,0.76,-2.69,4.43,-0.10,-0.46,-0.04,1032.1,37.2,-87.9,25.3,0.00,0,0.00,0
83.580,-1.58,1.22,4.55,-0.16,-0.15,-0.03,1032.8,37.1,-92.1,25.3,0.00,0,0.00,0
83.605,-4.29,2.68,7.20,-0.14,-0.41,-0.02,1032.3,37.0,-97.3,24.5,0.00,0,0.00,0
83.630,-0.92,-0.53,8.31,-0.13,-0.36,0.03,1032.5,37.1,-100.5,24.5,0.00,0,0.00,0
83.655,2.89,0.08,9.37,-0.00,-0.17,-0.02,1032.7,37.1,-94.2,24.5,0.00,0,0.00,0
83.680,-4.56,1.24,6.27,-0.01,-0.01,0.00,1032.5,37.0,-85.7,24.5,0.00,0,0.00,0
83.725,-3.15,1.21,7.54,0.01,0.13,0.04,1032.2,37.1,-88.9,24.5,0.00,0,0.00,0
83.750,-3.05,-1.19,10.08,0.03,0.06,0.04,1032.3,36.9,-92.1,24.5,0.00,0,0.00,0
83.775,0.17,0.66,6.37,-0.14,0.19,0.08,1032.5,37.1,-92.1,24.5,0.00,0,0.00,0
83.800,0.96,-1.21,6.71,0.00,-0.03,0.03,1032.1,36.9,-91.0,24.5,0.00,0,0.00,0
83.825,-1.39,0.05,7.81,0.04,-0.03,-0.02,1032.5,36.9,-91.0,24.5,0.00,0,0.00,0
83.861,-1.65,0.43,8.13,0.04,0.00,0.01,1032.2,37.1,-97.3,24.5,0.00,0,0.00,0
83.886,-4.17,-0.96,10.41,0.06,0.02,0.01,1032.7,37.2,-87.9,24.5,0.00,0,0.00,0
83.911,-0.68,1.14,8.37,-0.01,0.21,0.02,1032.4,36.9,-87.9,24.5,0.00,0,0.00,0
83.936,1.34,3.10,10.27,0.11,0.07,-0.02,1032.3,37.0,-76.3,24.5,0.00,0,0.00,0
83.961,7.93,9.32,-4.38,-1.83,2.46,0.47,1032.4,37.1,-71.0,24.5,0.00,0,0.00,0
83.986,-8.93,10.52,-6.31,-0.22,2.52,-0.68,1032.3,37.0,-77.3,24.5,0.00,0,0.00,0
84.011,3.77,-5.94,7.95,0.10,0.39,0.00,1032.5,37.0,-71.0,24.5,0.00,0,0.00,0
84.036,0.68,0.55,10.32,-0.02,0.16,-0.03,1032.9,37.1,-70.0,24.5,0.00,0,0.00,0
84.061,3.99,3.31,12.26,-0.08,-0.04,-0.08,1032.3,36.9,-73.1,24.5,0.00,0,0.00,0
84.086,1.79,0.85,9.27,-0.04,-0.17,-0.09,1032.2,37.1,-71.0,24.5,0.00,0,0.00,0
84.111,0.63,-1.46,12.09,-0.07,-0.12,-0.17,1032.2,36.9,-73.1,24.5,0.00,0,0.00,0
84.136,0.20,0.95,10.80,-0.06,0.07,-0.06,1032.8,36.9,-76.3,24.5,0.00,0,0.00,0
84.161,-1.07,0.51,4.38,-0.14,0.04,-0.05,1032.3,36.9,-76.3,24.5,0.00,0,0.00,0
84.186,0.84,-0.01,8.58,-0.11,-0.01,-0.12,1032.6,37.0,-74.2,24.5,0.00,0,0.00,0
84.242,2.10,2.26,13.85,0.04,0.08,-0.05,1032.2,37.0,-76.3,24.5,0.00,0,0.00,0
84.267,1.76,-0.54,8.88,-0.07,-0.08,-0.09,1032.7,36.9,-76.3,24.5,0.00,0,0.00,0
84.292,-1.84,0.40,9.49,-0.09,-0.07,-0.06,1032.4,36.9,-87.9,24.5,0.00,0,0.00,0
84.317,12.45,-0.92,10.28,-0.04,-0.11,-0.33,1031.8,36.8,-77.3,24.5,0.00,0,0.00,0
84.342,6.42,0.47,12.25,0.59,-0.20,0.14,1032.4,36.9,-77.3,24.5,0.00,0,0.00,0
84.367,-3.17,-1.76,8.00,-0.14,-0.05,-0.11,1032.0,37.1,-73.1,24.5,0.00,0,0.00,0
84.392,0.74,1.16,10.69,-0.10,-0.11,0.01,1032.4,36.9,-80.5,24.5,0.00,0,0.00,0
84.417,1.93,-2.94,8.70,-0.03,-0.07,0.00,1032.5,36.6,-76.3,24.5,0.00,0,0.00,0
84.442,1.27,2.10,10.12,-0.11,0.03,-0.05,1032.6,36.9,-80.5,24.5,0.00,0,0.00,0
84.467,-0.82,-0.72,8.00,0.03,0.06,0.01,1032.2,36.8,-77.3,24.5,0.00,0,0.00,0
84.493,2.15,1.41,14.59,0.02,0.01,-0.07,1032.0,36.9,-81.5,24.5,0.00,0,0.00,0
84.518,-0.50,-3.34,11.95,-0.12,-0.06,-0.06,1031.9,36.8,-76.3,24.5,0.00,0,0.00,0
84.543,-0.16,-0.35,8.02,-0.16,-0.01,0.00,1032.8,36.9,-77.3,24.5,0.00,0,0.00,0
84.568,1.18,0.74,7.91,-0.11,0.08,0.01,1032.4,36.8,-76.3,24.5,0.00,0,0.00,0
84.682,-0.16,2.28,9.52,-0.07,0.18,0.03,1032.7,37.0,-77.3,24.5,0.00,0,0.00,0
84.707,-0.83,-1.23,7.49,-0.03,-0.03,0.02,1032.5,36.9,-73.1,24.5,0.00,0,0.00,0
84.752,-3.57,-0.66,7.58,-0.01,0.08,-0.00,1032.2,36.8,-74.2,24.5,0.00,0,0.00,0
84.777,-1.58,0.67,9.29,0.02,0.05,0.03,1032.7,36.9,-70.0,24.5,0.00,0,0.00,0
84.802,0.48,0.34,8.28,0.09,0.03,0.01,1032.5,36.8,-70.0,24.5,0.00,0,0.00,0
84.827,-0.47,-0.05,13.92,-0.01,0.01,-0.04,1032.4,36.8,-67.9,24.5,0.00,0,0.00,0
84.852,0.58,0.32,12.02,0.04,0.07,-0.00,1032.6,36.8,-70.0,24.5,0.00,0,0.00,0
84.877,-3.53,-1.03,11.46,0.10,0.07,0.01,1032.5,36.8,-67.9,24.5,0.00,0,0.00,0
84.902,2.96,1.09,13.13,-0.01,0.08,0.05,1033.0,36.7,-73.1,24.5,0.00,0,0.00,0
84.927,2.02,1.30,7.22,-0.21,-0.12,-0.01,1032.4,36.8,-74.2,24.5,0.00,0,0.00,0
84.952,-0.61,1.23,9.67,-0.26,-0.07,0.05,1032.4,36.8,-65.8,24.5,0.00,0,0.00,0
84.977,-5.68,19.32,68.02,1.08,1.01,-0.82,1032.4,36.8,-87.9,24.5,0.00,0,0.00,0
85.002,-0.36,4.36,18.90,0.19,-0.04,0.19,1032.5,36.9,-76.3,24.5,0.00,0,0.00,0
85.027,-3.61,-4.80,5.14,-0.01,-0.21,0.04,1032.7,36.9,-81.5,24.5,0.00,0,0.00,0
85.063,-0.21,0.94,11.38,-0.01,-0.11,0.03,1032.2,36.8,-77.3,24.5,0.00,0,0.00,0
85.088,0.08,0.59,11.54,-0.11,-0.07,-0.01,1032.0,36.8,-77.3,24.5,0.00,0,0.00,0
85.113,1.77,1.08,8.57,-0.14,0.02,0.04,1032.5,36.9,-77.3,24.5,0.00,0,0.00,0
85.138,2.37,0.35,8.34,-0.04,-0.09,0.02,1032.8,36.7,-80.5,24.5,0.00,0,0.00,0
85.163,-2.53,-0.76,9.15,-0.01,-0.07,-0.12,1032.1,36.8,-77.3,24.5,0.00,0,0.00,0
85.188,-1.15,1.89,6.19,-0.02,0.03,-0.01,1032.1,37.0,-81.5,24.5,0.00,0,0.00,0
85.213,0.72,-0.33,7.79,-0.00,-0.04,-0.05,1032.8,36.9,-81.5,24.5,0.00,0,0.00,0
85.258,-3.27,-1.66,10.12,-0.06,0.08,-0.07,1032.1,36.8,-83.6,24.5,0.00,0,0.00,0
85.283,-0.57,-1.30,7.56,-0.12,0.09,-0.02,1031.9,36.8,-77.3,24.5,0.00,0,0.00,0
85.308,-2.94,-1.29,8.28,-0.01,0.00,-0.08,1032.3,36.8,-74.2,24.5,0.00,0,0.00,0
85.333,-2.35,4.91,19.54,0.22,0.33,-0.18,1032.5,36.7,-77.3,24.5,0.00,0,0.00,0
85.358,1.37,-3.03,6.90,0.05,-0.04,-0.03,1032.3,36.6,-73.1,24.5,0.00,0,0.00,0
85.383,-1.67,-1.85,10.21,-0.10,-0.01,-0.11,1032.1,36.8,-77.3,24.5,0.00,0,0.00,0
85.408,-1.24,0.24,9.07,-0.04,0.01,-0.01,1031.9,36.7,-74.2,24.5,0.02,0,0.00,0
85.523,-0.98,1.24,11.33,-0.05,-0.01,-0.09,1031.9,36.7,-67.9,24.5,0.02,0,0.00,0
85.548,0.27,-2.05,9.29,-0.10,0.04,-0.10,1032.2,36.6,-70.0,24.5,0.02,0,0.00,0
85.573,-0.44,0.52,9.76,-0.07,-0.06,-0.09,1032.8,36.6,-73.1,24.5,0.02,0,0.00,0
85.598,0.91,1.85,10.90,-0.05,0.00,-0.08,1031.9,36.5,-66.8,24.5,0.02,0,0.00,0
85.623,-0.52,0.50,11.17,0.04,0.02,-0.13,1032.1,36.8,-71.0,24.5,0.02,0,0.00,0
85.648,-0.64,-1.83,11.49,0.06,0.01,-0.14,1032.2,36.6,-71.0,24.5,0.02,0,0.00,0
85.673,0.22,-0.33,15.13,0.01,-0.05,-0.13,1032.0,36.8,-70.0,24.5,0.02,0,0.00,0
85.698,0.30,-0.20,8.96,-0.02,0.06,-0.12,1032.5,36.8,-73.1,24.5,0.02,0,0.00,0
85.723,1.02,0.87,12.56,-0.09,-0.06,-0.15,1032.0,36.7,-66.8,24.5,0.02,0,0.00,0
85.768,0.64,0.38,13.31,-0.05,-0.06,-0.14,1032.2,36.7,-67.9,24.5,0.02,0,0.00,0
85.793,-0.96,0.85,7.49,-0.08,-0.12,-0.16,1032.5,36.6,-63.7,24.5,0.02,0,0.00,0
85.818,-0.36,0.96,8.50,-0.09,-0.06,-0.11,1032.5,36.8,-66.8,24.5,0.02,0,0.00,0
85.843,-0.88,0.41,10.09,-0.00,-0.01,-0.09,1032.4,36.6,-63.7,24.5,0.02,0,0.00,0
85.868,-0.32,1.36,11.48,-0.10,-0.03,-0.10,1032.0,36.6,-65.8,24.5,0.02,0,0.00,0
85.930,-0.19,1.27,11.40,-0.03,0.15,-0.07,1032.0,36.6,-62.6,24.5,0.02,0,0.00,0
85.955,-1.43,1.01,10.62,0.08,0.13,-0.12,1032.3,36.6,-59.4,24.5,0.02,0,0.00,0
85.980,-1.09,1.52,11.27,0.04,0.11,-0.11,1032.0,36.6,-57.3,24.5,0.02,0,0.00,0
86.005,0.14,3.57,10.44,-0.08,0.04,-0.10,1032.5,36.6,-60.5,24.5,0.02,0,0.00,0
86.030,-0.14,0.20,11.84,-0.03,0.01,-0.09,1032.5,36.6,-57.3,24.5,0.02,0,0.00,0
86.055,0.59,0.85,10.05,-0.07,0.10,-0.09,1032.5,36.6,-56.3,24.5,0.02,0,0.00,0
86.080,-2.05,-1.87,8.56,-0.10,0.01,-0.05,1032.2,36.6,-57.3,24.5,0.02,0,0.00,0
86.105,-1.63,-0.68,8.99,0.01,0.06,-0.09,1032.2,36.5,-56.3,24.5,0.02,0,0.00,0
86.130,-2.18,1.14,10.07,0.05,0.05,-0.03,1032.2,36.6,-53.1,24.5,0.02,0,0.00,0
86.155,0.43,-1.18,10.91,-0.07,0.02,-0.08,1032.4,36.5,-50.0,24.5,0.02,0,0.00,0
86.180,-1.10,-0.06,9.79,-0.07,0.05,-0.04,1032.3,36.8,-54.2,24.5,0.02,0,0.00,0
86.205,-3.80,-0.75,9.92,-0.01,0.12,-0.04,1032.2,36.6,-44.7,24.5,0.02,0,0.00,0
86.230,0.36,-0.76,9.17,0.02,0.03,-0.01,1032.3,36.8,-46.8,24.5,0.02,0,0.00,0
86.275,-1.58,1.67,9.98,-0.01,0.13,0.01,1032.0,36.8,-47.9,24.5,0.02,0,0.00,0
86.417,-1.03,-0.75,9.39,0.06,0.08,0.02,1031.9,36.5,-46.8,24.5,0.02,0,0.00,0
86.442,-0.62,1.25,10.50,-0.01,0.05,-0.01,1032.4,36.5,-44.7,24.5,0.02,0,0.00,0
86.467,1.36,1.34,11.88,0.02,0.01,0.02,1031.9,36.6,-46.8,24.5,0.02,0,0.00,0
86.492,-1.39,-1.11,9.75,-0.01,-0.01,0.02,1032.5,36.6,-46.8,24.5,0.02,0,0.00,0
86.517,-1.15,-0.66,9.69,-0.04,0.02,-0.00,1032.9,36.6,-46.8,24.5,0.02,0,0.00,0
86.542,-2.45,-0.65,8.75,0.00,0.06,0.02,1032.3,36.6,-47.9,24.5,0.02,0,0.00,0
86.567,-1.52,-1.70,9.62,-0.05,0.02,0.03,1032.6,36.6,-46.8,24.5,0.02,0,0.00,0
86.592,-0.12,1.77,10.06,-0.02,0.06,0.01,1032.1,36.7,-44.7,24.5,0.02,0,0.00,0
86.617,-0.28,0.58,10.27,-0.01,0.01,0.02,1032.1,36.8,-46.8,24.5,0.02,0,0.00,0
86.642,-0.23,0.90,10.28,-0.03,-0.01,0.02,1032.2,36.7,-44.7,24.5,0.02,0,0.00,0
86.667,-0.71,-0.49,10.13,-0.04,-0.02,0.00,1032.2,36.5,-44.7,24.5,0.02,0,0.00,0
86.692,-0.88,-0.71,9.58,-0.04,0.01,-0.00,1032.4,36.6,-46.8,24.5,0.02,0,0.00,0
86.717,-1.21,0.01,8.79,-0.05,0.00,0.01,1032.5,36.8,-50.0,24.5,0.02,0,0.00,0
86.742,-1.06,0.68,8.92,-0.08,-0.00,0.01,1032.2,36.7,-44.7,24.5,0.02,0,0.00,0
86.824,-0.77,-0.55,10.56,-0.02,0.01,0.02,1031.9,36.6,-47.9,24.5,0.02,0,0.00,0
86.849,-1.14,0.57,9.52,-0.08,-0.01,0.00,1032.2,36.8,-51.0,24.5,0.02,0,0.00,0
86.874,-0.19,-0.91,11.10,-0.10,-0.00,0.01,1032.4,36.6,-50.0,24.5,0.02,0,0.00,0
86.899,-0.91,0.18,11.19,-0.09,0.02,0.02,1032.3,36.6,-51.0,24.5,0.02,0,0.00,0
86.924,-1.02,0.27,9.59,-0.08,0.01,0.04,1032.1,36.6,-51.0,24.5,0.02,0,0.00,0
86.949,-0.44,-0.79,10.14,-0.08,0.05,0.02,1032.5,36.8,-53.1,24.5,0.02,0,0.00,0
86.974,-0.25,-0.97,10.19,-0.03,0.02,0.03,1032.2,36.8,-57.3,24.5,0.02,0,0.00,0
86.999,-0.60,0.30,10.64,-0.03,-0.01,0.02,1032.3,36.7,-54.2,24.5,0.02,0,0.00,0
87.024,-1.39,0.06,9.73,-0.03,0.01,0.03,1032.3,36.8,-54.2,24.5,0.02,0,0.00,0
87.049,-1.37,0.45,10.61,0.02,0.02,0.03,1032.1,36.6,-53.1,24.5,0.02,0,0.00,0
87.074,-1.08,-0.34,10.07,-0.00,-0.01,0.02,1032.0,36.6,-54.2,24.5,0.02,0,0.00,0
87.099,-1.29,-0.11,9.24,0.03,0.04,0.01,1032.0,36.8,-54.2,24.5,0.02,0,0.00,0
87.124,-1.09,0.13,10.20,0.01,0.01,0.03,1032.5,36.6,-54.2,24.5,0.02,0,0.00,0
87.149,-1.41,-0.64,9.96,0.03,0.01,0.02,1032.2,36.6,-51.0,24.5,0.02,0,0.00,0
87.293,-0.80,0.17,10.05,-0.02,-0.01,0.01,1032.2,36.7,-51.0,24.5,0.02,0,0.00,0
87.338,-1.01,0.15,10.12,-0.02,0.01,0.01,1032.1,36.5,-50.0,24.5,0.02,0,0.00,0
87.363,-0.93,0.08,10.18,-0.03,0.01,0.01,1032.5,36.7,-53.1,24.5,0.02,0,0.00,0
87.388,-0.97,0.07,10.07,-0.02,0.01,0.01,1032.4,36.6,-53.1,24.5,0.02,0,0.00,0
87.413,-0.74,0.14,10.13,-0.02,0.00,0.01,1032.2,36.6,-53.1,24.5,0.51,0,0.00,0
87.438,-0.71,-0.01,10.14,-0.02,-0.00,0.02,1032.5,36.8,-54.2,24.5,0.51,0,0.00,0
87.463,-0.57,0.07,10.07,-0.01,-0.00,0.01,1032.0,36.6,-56.3,24.5,0.51,0,0.00,0
87.488,-0.51,0.07,10.11,-0.01,0.00,0.02,1031.9,36.7,-54.2,24.5,0.51,0,0.00,0
87.513,-0.58,0.05,10.17,-0.02,0.00,0.01,1032.1,36.7,-54.2,24.5,0.51,0,0.00,0
87.538,-0.53,-0.02,10.10,-0.00,0.01,0.02,1032.3,36.6,-53.1,24.5,0.51,0,0.00,0
87.563,-0.68,0.13,10.10,-0.01,0.01,0.02,1032.0,36.7,-51.0,24.5,0.51,0,0.00,0
87.588,-0.56,0.20,10.04,0.01,0.01,0.02,1032.6,36.4,-51.0,24.5,0.51,0,0.00,0
87.613,-0.58,-0.04,10.13,0.01,-0.00,0.02,1032.5,36.5,-51.0,24.5,0.51,0,0.00,0
87.638,-0.44,-0.02,10.06,0.01,-0.01,0.01,1032.0,36.6,-53.1,24.5,0.51,0,0.00,0
87.700,-0.39,-0.11,10.02,-0.01,-0.01,0.01,1032.2,36.6,-54.2,24.5,0.51,0,0.00,0
87.725,0.14,-0.02,10.07,-0.01,-0.01,0.01,1032.5,36.5,-54.2,24.5,0.51,0,0.00,0
87.750,0.31,0.17,10.05,-0.01,-0.01,0.02,1032.1,36.7,-54.2,24.5,0.51,0,0.00,0
87.775,0.10,0.20,9.91,-0.01,-0.01,0.02,1031.8,36.6,-56.3,24.5,0.51,0,0.00,0
87.800,0.23,0.03,10.12,-0.03,-0.01,0.01,1032.5,36.6,-56.3,24.5,0.51,0,0.00,0
87.845,0.63,0.05,10.08,-0.03,0.01,0.01,1032.4,36.5,-57.3,24.5,0.51,0,0.00,0
87.870,0.92,0.00,10.10,-0.02,0.01,0.01,1032.5,36.5,-54.2,24.5,0.51,0,0.00,0
87.895,0.63,-0.10,10.16,-0.02,0.03,0.01,1032.4,36.4,-59.4,24.5,0.51,0,0.00,0
87.920,0.42,0.02,10.08,-0.03,0.02,0.01,1032.2,36.4,-57.3,24.5,0.51,0,0.00,0
87.945,0.24,0.07,10.07,-0.04,0.02,0.01,1031.9,36.6,-56.3,24.5,0.51,0,0.00,0
87.970,0.02,0.03,10.09,-0.04,0.01,0.01,1032.4,36.6,-59.4,24.5,0.51,0,0.00,0
87.995,-0.20,0.18,10.10,-0.04,-0.00,0.00,1032.6,36.6,-57.3,24.5,0.51,0,0.00,0
88.020,-0.27,0.01,10.12,-0.05,0.00,0.01,1032.0,36.7,-57.3,24.5,0.51,0,0.00,0
88.045,-0.24,0.03,10.02,-0.06,0.00,-0.00,1032.3,36.6,-60.5,24.5,0.51,0,0.00,0
88.107,-0.10,0.10,10.08,-0.07,0.01,0.01,1032.5,36.6,-65.8,24.5,0.51,0,0.00,0
88.132,-0.08,0.05,10.08,-0.07,0.01,0.01,1032.4,36.6,-65.8,24.5,0.51,0,0.00,0
88.157,0.07,-0.04,10.18,-0.07,0.02,0.01,1032.4,36.4,-63.7,24.5,0.51,0,0.00,0
88.182,0.06,-0.08,10.07,-0.07,0.02,0.00,1032.4,36.6,-65.8,24.5,0.51,0,0.00,0
88.207,0.21,0.33,10.05,-0.13,0.02,0.01,1032.3,36.3,-66.8,24.5,0.51,0,0.00,0
88.232,-0.24,-0.41,10.16,-0.14,0.04,0.01,1032.4,36.5,-67.9,24.5,0.51,0,0.00,0
88.257,-0.20,-0.19,10.01,-0.11,0.04,0.01,1032.3,36.4,-66.8,24.5,0.51,0,0.00,0
88.282,-0.74,-0.37,10.15,-0.10,0.04,0.01,1032.7,36.4,-66.8,24.5,0.51,0,0.00,0
88.307,-0.59,-0.07,10.03,-0.09,0.04,0.01,1032.4,36.4,-65.8,24.5,0.51,0,0.00,0
88.352,-1.19,0.03,10.02,-0.11,0.02,0.01,1032.2,36.4,-67.9,24.5,0.51,0,0.00,0
88.377,-0.68,-0.30,10.27,-0.12,0.02,0.01,1032.6,36.4,-66.8,24.5,0.51,0,0.00,0
88.402,-0.64,-0.36,9.93,-0.11,0.02,-0.00,1031.9,36.5,-66.8,24.5,0.49,0,0.00,0
88.427,-0.61,-0.11,10.20,-0.12,0.03,-0.01,1032.7,36.4,-66.8,24.5,0.49,0,0.00,0
88.452,-1.01,0.04,10.13,-0.14,0.03,0.00,1032.5,36.5,-70.0,24.5,0.49,0,0.00,0
88.590,0.09,-0.25,10.08,-0.11,-0.00,-0.01,1032.9,36.3,-70.0,24.5,0.49,0,0.00,0
88.615,-0.62,-0.50,10.21,-0.10,0.01,-0.01,1032.2,36.5,-71.0,24.5,0.49,0,0.00,0
88.640,-0.77,-0.46,10.12,-0.07,0.02,-0.01,1033.0,36.4,-71.0,24.5,0.49,0,0.00,0
88.665,-1.37,-0.37,9.79,-0.04,0.05,-0.01,1032.3,36.6,-70.0,24.5,0.49,0,0.00,0
88.690,-1.10,0.09,10.17,-0.05,0.02,-0.02,1032.7,36.4,-71.0,24.5,0.49,0,0.00,0
88.715,-1.26,-0.48,10.02,-0.02,0.03,-0.02,1032.8,36.4,-71.0,24.5,0.49,0,0.00,0
88.740,-1.88,-0.56,10.14,-0.00,0.03,-0.01,1032.1,36.5,-71.0,24.5,0.49,0,0.00,0
88.765,-0.45,-0.77,9.76,-0.02,0.01,-0.01,1032.1,36.5,-73.1,24.5,0.49,0,0.00,0
88.790,-1.21,-0.34,10.18,0.01,-0.00,-0.03,1032.5,36.5,-70.0,24.5,0.49,0,0.00,0
88.815,-1.09,-1.39,9.94,0.02,0.01,-0.01,1032.1,36.4,-70.0,24.5,0.49,0,0.00,0
88.860,-1.13,-0.53,9.72,0.02,0.02,-0.02,1032.2,36.4,-70.0,24.5,0.49,0,0.00,0
88.885,-0.77,-0.14,10.03,0.02,0.03,-0.03,1032.6,36.2,-71.0,24.5,0.49,0,0.00,0
88.910,-1.80,-0.64,9.45,0.00,0.05,-0.04,1032.5,36.2,-67.9,24.5,0.49,0,0.00,0
88.935,-1.16,-0.43,8.97,0.05,0.03,-0.04,1032.6,36.3,-65.8,24.5,0.49,0,0.00,0
88.997,-1.04,0.62,9.21,0.03,-0.01,-0.02,1032.6,36.4,-67.9,24.5,0.49,0,0.00,0
89.022,-0.57,-0.30,9.50,-0.04,-0.03,-0.02,1032.7,36.3,-65.8,24.5,0.49,0,0.00,0
89.047,-0.98,-0.03,9.72,-0.03,-0.01,-0.00,1031.9,36.4,-65.8,24.5,0.49,0,0.00,0
89.072,-0.73,0.52,10.23,-0.05,-0.04,0.01,1032.5,36.4,-67.9,24.5,0.49,0,0.00,0
89.097,-1.62,-0.45,9.55,-0.07,-0.06,0.00,1032.6,36.3,-67.9,24.5,0.49,0,0.00,0
